Customer ID,Customer Name,Segment,Region
ON-18715,Odella Nelson,Corporate,West
AH-10195,Alan Haines,Corporate,Central
BM-11650,Brian Moss,Corporate,West
NF-18595,Nicole Fjeld,Home Office,Central
TC-21535,Tracy Collins,Home Office,East
MC-17425,Mark Cousins,Corporate,Central
LC-17050,Liz Carlisle,Consumer,West
TB-21280,Toby Braunhardt,Consumer,Central
SO-20335,Sean O'Donnell,Consumer,East
CS-12490,Cindy Schnelling,Corporate,Central
SP-20620,Stefania Perrino,Corporate,South
MS-17365,Maribeth Schnelling,Consumer,East
Dp-13240,Dean percer,Home Office,South
DB-13660,Duane Benoit,Consumer,Central
MG-17650,Matthew Grinstein,Home Office,West
EH-14185,Evan Henry,Consumer,Central
KF-16285,Karen Ferguson,Home Office,Central
DH-13075,Dave Hallsten,Corporate,South
HZ-14950,Henia Zydlo,Consumer,Central
CM-12190,Charlotte Melton,Consumer,West
LB-16795,Laurel Beltran,Home Office,East
JF-15490,Jeremy Farry,Consumer,East
SS-20590,Sonia Sunley,Consumer,Central
TC-21475,Tony Chapman,Home Office,West
DE-13255,Deanra Eno,Home Office,Central
SZ-20035,Sam Zeldin,Home Office,East
LF-17185,Luke Foster,Consumer,West
RA-19945,Ryan Akin,Consumer,Central
PO-19195,Phillina Ober,Home Office,West
KA-16525,Kelly Andreada,Consumer,East
JO-15145,Jack O'Briant,Corporate,East
LE-16810,Laurel Elliston,Consumer,East
AH-10690,Anna Häberlin,Corporate,East
KN-16705,Kristina Nunn,Home Office,South
TB-21250,Tim Brockman,Consumer,West
DP-13390,Dennis Pardue,Home Office,West
ST-20530,Shui Tom,Consumer,South
EB-13870,Emily Burns,Consumer,South
AH-10210,Alan Hwang,Consumer,South
AS-10090,Adam Shillingsburg,Consumer,East
HJ-14875,Heather Jas,Home Office,South
MH-17455,Mark Hamilton,Consumer,South
CL-11890,Carl Ludwig,Consumer,West
SF-20965,Sylvia Foulston,Corporate,East
SJ-20500,Shirley Jackson,Consumer,West
PJ-19015,Pauline Johnson,Consumer,South
CC-12610,Corey Catlett,Corporate,South
MG-17875,Michael Grace,Home Office,South
RH-19600,Rob Haberlin,Consumer,Central
KB-16240,Karen Bern,Corporate,Central
CA-12055,Cathy Armstrong,Home Office,West
RD-19930,Russell D'Ascenzo,Consumer,Central
SC-20020,Sam Craven,Consumer,Central
HW-14935,Helen Wasserman,Corporate,Central
SC-20800,Stuart Calhoun,Consumer,South
HA-14920,Helen Andreada,Consumer,South
MG-17875,Michael Grace,Home Office,Central
DM-12955,Dario Medina,Corporate,West
DM-13345,Denise Monton,Corporate,Central
GA-14515,George Ashbrook,Consumer,Central
SU-20665,Stephanie Ulpright,Home Office,South
DB-13405,Denny Blanton,Consumer,South
MM-17920,Michael Moore,Consumer,Central
RD-19810,Ross DeVincentis,Home Office,South
PO-18865,Patrick O'Donnell,Consumer,West
TS-21505,Tony Sayre,Consumer,West
GT-14755,Guy Thornton,Consumer,West
DB-12910,Daniel Byrd,Home Office,Central
JK-15640,Jim Kriz,Home Office,West
FC-14335,Fred Chung,Corporate,Central
JW-15955,Joni Wasserman,Consumer,East
MT-17815,Meg Tillman,Consumer,South
DK-13090,Dave Kipp,Consumer,Central
KD-16495,Keith Dawkins,Corporate,Central
AC-10450,Amy Cox,Consumer,South
FM-14290,Frank Merwin,Home Office,South
LC-17140,Logan Currie,Consumer,East
RB-19330,Randy Bradley,Consumer,East
NC-18535,Nick Crebassa,Corporate,Central
RA-19285,Ralph Arnett,Consumer,West
SH-19975,Sally Hughsby,Corporate,South
DB-12970,Darren Budd,Corporate,West
VF-21715,Vicky Freymann,Home Office,West
AJ-10945,Ashley Jarboe,Consumer,Central
CP-12340,Christine Phan,Corporate,South
DB-13555,Dorothy Badders,Corporate,East
JP-15460,Jennifer Patt,Corporate,West
FM-14290,Frank Merwin,Home Office,East
EH-14125,Eugene Hildebrand,Home Office,East
DO-13435,Denny Ordway,Consumer,West
QJ-19255,Quincy Jones,Corporate,South
MF-17665,Maureen Fritzler,Corporate,East
EN-13780,Edward Nazzal,Consumer,Central
SS-20140,Saphhira Shifley,Corporate,Central
RS-19765,Roland Schwarz,Corporate,West
JO-15550,Jesus Ocampo,Home Office,Central
BS-11590,Brendan Sweed,Corporate,Central
AB-10255,Alejandro Ballentine,Home Office,South
MF-17665,Maureen Fritzler,Corporate,West
JL-15235,Janet Lee,Consumer,East
KH-16630,Ken Heidel,Corporate,East
RM-19750,Roland Murray,Consumer,East
VM-21835,Vivian Mathis,Consumer,East
RA-19915,Russell Applegate,Consumer,South
JG-15310,Jason Gross,Corporate,Central
LC-16870,Lena Cacioppo,Consumer,East
TS-21160,Theresa Swint,Corporate,Central
MH-18025,Michelle Huthwaite,Consumer,Central
JJ-15760,Joel Jenkins,Home Office,Central
KB-16585,Ken Black,Corporate,South
CM-12160,Charles McCrossin,Consumer,West
RF-19735,Roland Fjeld,Consumer,South
JK-15370,Jay Kimmel,Consumer,South
JB-16045,Julia Barnett,Home Office,West
RH-19510,Rick Huthwaite,Home Office,Central
MN-17935,Michael Nguyen,Consumer,South
EH-14125,Eugene Hildebrand,Home Office,South
JD-15895,Jonathan Doherty,Corporate,West
BT-11395,Bill Tyler,Corporate,East
EJ-13720,Ed Jacobs,Consumer,West
BE-11410,Bobby Elias,Consumer,South
KL-16555,Kelly Lampkin,Corporate,South
NC-18415,Nathan Cano,Consumer,South
AH-10690,Anna Häberlin,Corporate,South
NW-18400,Natalie Webber,Consumer,South
HG-14845,Harry Greene,Consumer,East
CC-12685,Craig Carroll,Consumer,East
JG-15805,John Grady,Corporate,Central
RW-19540,Rick Wilson,Corporate,Central
LS-17230,Lycoris Saunders,Consumer,East
KE-16420,Katrina Edelman,Corporate,South
TS-21370,Todd Sumrall,Corporate,West
DH-13675,Duane Huffman,Home Office,East
DM-13015,Darrin Martin,Consumer,Central
NC-18415,Nathan Cano,Consumer,East
AJ-10960,Astrea Jones,Consumer,West
LC-16885,Lena Creighton,Consumer,Central
JF-15355,Jay Fein,Consumer,West
DM-13015,Darrin Martin,Consumer,South
EP-13915,Emily Phan,Consumer,South
PF-19120,Peter Fuller,Consumer,West
DW-13195,David Wiener,Corporate,South
CK-12595,Clytie Kelty,Consumer,Central
SV-20785,Stewart Visinsky,Consumer,South
MS-17770,Maxwell Schwartz,Consumer,Central
TC-21475,Tony Chapman,Home Office,Central
SJ-20125,Sanjit Jacobs,Home Office,South
VT-21700,Valerie Takahito,Home Office,East
AB-10105,Adrian Barton,Consumer,Central
MM-18280,Muhammed MacIntyre,Corporate,East
ML-17410,Maris LaWare,Consumer,West
JS-15880,John Stevenson,Consumer,Central
VG-21805,Vivek Grady,Corporate,East
LS-17230,Lycoris Saunders,Consumer,Central
MH-17455,Mark Hamilton,Consumer,Central
TS-21340,Toby Swindell,Consumer,East
EH-13945,Eric Hoffmann,Consumer,South
MG-17695,Maureen Gnade,Consumer,East
AF-10870,Art Ferguson,Consumer,South
SC-20095,Sanjit Chand,Consumer,East
RB-19360,Raymond Buch,Consumer,South
PW-19240,Pierre Wener,Consumer,East
DW-13540,Don Weiss,Consumer,East
EH-14125,Eugene Hildebrand,Home Office,West
KE-16420,Katrina Edelman,Corporate,Central
SP-20920,Susan Pistek,Consumer,West
PS-19045,Penelope Sewall,Home Office,Central
JM-15250,Janet Martin,Consumer,East
EB-13930,Eric Barreto,Consumer,South
PL-18925,Paul Lucas,Home Office,West
CC-12370,Christopher Conant,Consumer,West
KF-16285,Karen Ferguson,Home Office,East
CS-12175,Charles Sheldon,Corporate,South
DB-13120,David Bremer,Corporate,South
DK-12895,Dana Kaydos,Consumer,Central
MP-17965,Michael Paige,Corporate,South
KM-16660,Khloe Miller,Consumer,South
MK-17905,Michael Kennedy,Corporate,West
BT-11305,Beth Thompson,Home Office,Central
FH-14350,Fred Harton,Consumer,South
AA-10645,Anna Andreadi,Consumer,East
JO-15145,Jack O'Briant,Corporate,West
SN-20710,Steve Nguyen,Home Office,West
FH-14350,Fred Harton,Consumer,Central
JF-15565,Jill Fjeld,Consumer,West
CS-11845,Cari Sayre,Corporate,Central
SP-20920,Susan Pistek,Consumer,Central
KE-16420,Katrina Edelman,Corporate,East
GA-14515,George Ashbrook,Consumer,East
DK-12985,Darren Koutras,Consumer,Central
XP-21865,Xylona Preis,Consumer,Central
DL-13330,Denise Leinenbach,Consumer,South
KH-16630,Ken Heidel,Corporate,South
NP-18685,Nora Pelletier,Home Office,Central
SC-20680,Steve Carroll,Home Office,Central
DK-12895,Dana Kaydos,Consumer,South
LS-17245,Lynn Smith,Consumer,South
KE-16420,Katrina Edelman,Corporate,West
LH-16900,Lena Hernandez,Consumer,South
TB-21175,Thomas Boland,Corporate,East
KW-16435,Katrina Willman,Consumer,South
SC-20095,Sanjit Chand,Consumer,Central
DD-13570,Dorothy Dickinson,Consumer,Central
MC-17275,Marc Crier,Consumer,East
DL-13495,Dionis Lloyd,Corporate,Central
NC-18625,Noah Childs,Corporate,Central
AC-10450,Amy Cox,Consumer,West
TS-21340,Toby Swindell,Consumer,West
MG-18145,Mike Gockenbach,Consumer,South
GZ-14470,Gary Zandusky,Consumer,South
JL-15835,John Lee,Consumer,South
AB-10600,Ann Blume,Corporate,Central
TT-21070,Ted Trevino,Consumer,South
DD-13570,Dorothy Dickinson,Consumer,South
TP-21415,Tom Prescott,Consumer,East
RB-19330,Randy Bradley,Consumer,Central
SW-20245,Scot Wooten,Consumer,East
AH-10465,Amy Hunt,Consumer,East
TP-21565,Tracy Poddar,Corporate,West
AR-10825,Anthony Rawles,Corporate,East
HJ-14875,Heather Jas,Home Office,West
JF-15355,Jay Fein,Consumer,South
EK-13795,Eileen Kiefer,Home Office,West
JK-15730,Joe Kamberova,Consumer,Central
CR-12820,Cyra Reiten,Home Office,East
AG-10300,Aleksandra Gannaway,Corporate,East
SG-20890,Susan Gilcrest,Corporate,Central
CS-12175,Charles Sheldon,Corporate,Central
BG-11740,Bruce Geld,Consumer,West
RF-19735,Roland Fjeld,Consumer,East
MA-17560,Matt Abelman,Home Office,East
AM-10705,Anne McFarland,Consumer,East
AH-10585,Angele Hood,Consumer,Central
PF-19120,Peter Fuller,Consumer,South
NC-18535,Nick Crebassa,Corporate,West
EB-13840,Ellis Ballard,Corporate,Central
WB-21850,William Brown,Consumer,Central
SR-20740,Steven Roelle,Home Office,West
VG-21805,Vivek Grady,Corporate,Central
LS-16945,Linda Southworth,Corporate,Central
NF-18475,Neil Französisch,Home Office,Central
MD-17860,Michael Dominguez,Corporate,East
MA-17995,Michelle Arnett,Home Office,West
SJ-20500,Shirley Jackson,Consumer,East
BS-11365,Bill Shonely,Corporate,East
RA-19285,Ralph Arnett,Consumer,South
TS-21610,Troy Staebel,Consumer,Central
KB-16585,Ken Black,Corporate,West
MM-18280,Muhammed MacIntyre,Corporate,West
LO-17170,Lori Olson,Corporate,East
RS-19420,Ricardo Sperren,Corporate,East
CC-12475,Cindy Chapman,Consumer,Central
KT-16480,Kean Thornton,Consumer,South
DM-13015,Darrin Martin,Consumer,East
SH-20635,Stefanie Holloman,Corporate,South
AG-10495,Andrew Gjertsen,Corporate,West
KN-16450,Kean Nguyen,Corporate,Central
NF-18595,Nicole Fjeld,Home Office,West
RM-19675,Robert Marley,Home Office,East
CA-11965,Carol Adams,Corporate,Central
DW-13195,David Wiener,Corporate,West
TH-21235,Tiffany House,Corporate,West
PO-18850,Patrick O'Brill,Consumer,South
MO-17500,Mary O'Rourke,Consumer,Central
AH-10585,Angele Hood,Consumer,West
CS-12250,Chris Selesnick,Corporate,West
ST-20530,Shui Tom,Consumer,West
JC-15775,John Castell,Consumer,East
SS-20875,Sung Shariari,Consumer,West
RD-19720,Roger Demir,Consumer,South
VM-21835,Vivian Mathis,Consumer,Central
GB-14575,Giulietta Baptist,Consumer,South
MV-17485,Mark Van Huff,Consumer,West
JL-15130,Jack Lebron,Consumer,East
AG-10330,Alex Grayson,Consumer,West
MD-17860,Michael Dominguez,Corporate,South
RR-19315,Ralph Ritter,Consumer,Central
LL-16840,Lauren Leatherbury,Consumer,South
MA-17995,Michelle Arnett,Home Office,Central
LH-16900,Lena Hernandez,Consumer,Central
PS-18970,Paul Stevenson,Home Office,South
TB-21625,Trudy Brown,Consumer,West
BP-11095,Bart Pistole,Corporate,West
CD-11920,Carlos Daly,Consumer,East
AH-10690,Anna Häberlin,Corporate,West
GZ-14470,Gary Zandusky,Consumer,East
BF-10975,Barbara Fisher,Corporate,Central
MH-17455,Mark Hamilton,Consumer,East
SC-20095,Sanjit Chand,Consumer,South
TB-21355,Todd Boyes,Corporate,South
CB-12415,Christy Brittain,Consumer,Central
MT-17815,Meg Tillman,Consumer,Central
DK-13375,Dennis Kane,Consumer,Central
SR-20740,Steven Roelle,Home Office,Central
AA-10645,Anna Andreadi,Consumer,West
AS-10630,Ann Steele,Home Office,West
DJ-13510,Don Jones,Corporate,East
BD-11620,Brian DeCherney,Consumer,Central
JM-15250,Janet Martin,Consumer,West
JK-15730,Joe Kamberova,Consumer,East
GW-14605,Giulietta Weimer,Consumer,East
GR-14560,Georgia Rosenberg,Corporate,West
VS-21820,Vivek Sundaresam,Consumer,West
LP-17095,Liz Preis,Consumer,West
BG-11740,Bruce Geld,Consumer,Central
RB-19570,Rob Beeghly,Consumer,West
JW-16075,Julia West,Consumer,West
RD-19720,Roger Demir,Consumer,East
BE-11335,Bill Eplett,Home Office,East
KC-16540,Kelly Collister,Consumer,Central
MC-18130,Mike Caudle,Corporate,West
ES-14080,Erin Smith,Corporate,East
MK-17905,Michael Kennedy,Corporate,Central
TM-21490,Tony Molinari,Consumer,Central
RL-19615,Rob Lucas,Consumer,Central
NM-18520,Neoma Murray,Consumer,East
EB-13930,Eric Barreto,Consumer,Central
SG-20470,Sheri Gordon,Consumer,South
EB-13870,Emily Burns,Consumer,Central
MC-17575,Matt Collins,Consumer,South
NM-18445,Nathan Mautz,Home Office,Central
MG-17650,Matthew Grinstein,Home Office,Central
AG-10765,Anthony Garverick,Home Office,South
AS-10045,Aaron Smayling,Corporate,East
AR-10405,Allen Rosenblatt,Corporate,South
JB-16000,Joy Bell-,Consumer,East
TS-21430,Tom Stivers,Corporate,West
TC-21475,Tony Chapman,Home Office,East
HG-14965,Henry Goldwyn,Corporate,South
GH-14410,Gary Hansen,Home Office,Central
RM-19675,Robert Marley,Home Office,West
GA-14725,Guy Armstrong,Consumer,Central
BD-11725,Bruce Degenhardt,Consumer,West
DS-13180,David Smith,Corporate,West
BS-11380,Bill Stewart,Corporate,West
HA-14905,Helen Abelman,Consumer,West
Co-12640,Corey-Lock,Consumer,West
BC-11125,Becky Castell,Home Office,East
EB-13840,Ellis Ballard,Corporate,South
DB-13360,Dennis Bolton,Home Office,East
GH-14410,Gary Hansen,Home Office,East
SV-20785,Stewart Visinsky,Consumer,East
DB-13555,Dorothy Badders,Corporate,Central
AG-10270,Alejandro Grove,Consumer,East
RE-19450,Richard Eichhorn,Consumer,East
MV-18190,Mike Vittorini,Consumer,South
JL-15835,John Lee,Consumer,Central
DH-13075,Dave Hallsten,Corporate,Central
AG-10900,Arthur Gainer,Consumer,East
JO-15280,Jas O'Carroll,Consumer,East
EJ-13720,Ed Jacobs,Consumer,Central
DJ-13420,Denny Joy,Corporate,West
DE-13255,Deanra Eno,Home Office,West
NR-18550,Nick Radford,Consumer,Central
JF-15490,Jeremy Farry,Consumer,South
LB-16795,Laurel Beltran,Home Office,South
MP-18175,Mike Pelletier,Home Office,East
LH-16900,Lena Hernandez,Consumer,West
SV-20935,Susan Vittorini,Consumer,Central
RB-19435,Richard Bierner,Consumer,West
PS-19045,Penelope Sewall,Home Office,East
CS-12355,Christine Sundaresam,Consumer,West
TS-21160,Theresa Swint,Corporate,West
BV-11245,Benjamin Venier,Corporate,West
ES-14020,Erica Smith,Consumer,South
JB-15925,Joni Blumstein,Consumer,Central
NR-18550,Nick Radford,Consumer,West
DB-13270,Deborah Brumfield,Home Office,East
CS-11860,Cari Schnelling,Consumer,South
CM-12385,Christopher Martinez,Consumer,Central
MH-18025,Michelle Huthwaite,Consumer,East
GB-14575,Giulietta Baptist,Consumer,Central
MM-18055,Michelle Moray,Consumer,East
MF-18250,Monica Federle,Corporate,West
CK-12595,Clytie Kelty,Consumer,South
NG-18430,Nathan Gelder,Consumer,West
PB-19210,Phillip Breyer,Corporate,East
LW-17125,Liz Willingham,Consumer,East
PF-19120,Peter Fuller,Consumer,Central
JE-15610,Jim Epp,Corporate,West
JO-15145,Jack O'Briant,Corporate,South
TT-21220,Thomas Thornton,Consumer,East
FH-14350,Fred Harton,Consumer,East
SC-20050,Sample Company A,Home Office,South
JO-15280,Jas O'Carroll,Consumer,South
MS-17830,Melanie Seite,Consumer,East
GK-14620,Grace Kelly,Corporate,East
SH-19975,Sally Hughsby,Corporate,East
KN-16390,Katherine Nockton,Corporate,East
PW-19240,Pierre Wener,Consumer,South
TB-21175,Thomas Boland,Corporate,South
SC-20695,Steve Chapman,Corporate,Central
EH-13765,Edward Hooks,Corporate,West
AC-10660,Anna Chung,Consumer,East
SG-20470,Sheri Gordon,Consumer,West
CA-12310,Christine Abelman,Corporate,West
JE-15610,Jim Epp,Corporate,East
MS-17530,MaryBeth Skach,Consumer,East
BH-11710,Brosina Hoffman,Consumer,South
MB-17305,Maria Bertelson,Consumer,Central
MH-18115,Mick Hernandez,Home Office,South
AR-10345,Alex Russell,Corporate,East
KD-16345,Katherine Ducich,Consumer,East
KS-16300,Karen Seio,Corporate,West
DP-13390,Dennis Pardue,Home Office,South
BD-11605,Brian Dahlen,Consumer,West
IL-15100,Ivan Liston,Consumer,East
LP-17095,Liz Preis,Consumer,Central
JD-16015,Joy Daniels,Consumer,West
DL-13330,Denise Leinenbach,Consumer,East
NC-18415,Nathan Cano,Consumer,Central
MS-17980,Michael Stewart,Corporate,East
TC-21535,Tracy Collins,Home Office,West
AB-10015,Aaron Bergman,Consumer,West
DP-13000,Darren Powers,Consumer,South
CY-12745,Craig Yedwab,Corporate,South
JR-16210,Justin Ritter,Corporate,South
AH-10210,Alan Hwang,Consumer,East
CL-12700,Craig Leslie,Home Office,West
AW-10930,Arthur Wiediger,Home Office,West
RB-19645,Robert Barroso,Corporate,South
KS-16300,Karen Seio,Corporate,South
SC-20050,Sample Company A,Home Office,West
AB-10060,Adam Bellavance,Home Office,West
CC-12475,Cindy Chapman,Consumer,West
TM-21010,Tamara Manning,Consumer,South
LR-17035,Lisa Ryan,Corporate,East
SW-20350,Sean Wendt,Home Office,East
TH-21100,Thea Hendricks,Consumer,East
SS-20410,Shahid Shariari,Consumer,West
CV-12295,Christina VanderZanden,Consumer,Central
BB-11545,Brenda Bowman,Corporate,East
HR-14770,Hallie Redmond,Home Office,Central
AI-10855,Arianne Irving,Consumer,West
KB-16240,Karen Bern,Corporate,East
AH-10465,Amy Hunt,Consumer,Central
CA-12265,Christina Anderson,Consumer,East
TT-21460,Tonja Turnell,Home Office,West
MB-18085,Mick Brown,Consumer,West
SV-20365,Seth Vernon,Consumer,Central
CG-12040,Catherine Glotzbach,Home Office,Central
BD-11500,Bradley Drucker,Consumer,West
JM-15580,Jill Matthias,Consumer,South
SC-20230,Scot Coram,Corporate,East
JM-15580,Jill Matthias,Consumer,West
KH-16690,Kristen Hastings,Corporate,East
BK-11260,Berenike Kampe,Consumer,Central
PN-18775,Parhena Norris,Home Office,West
AZ-10750,Annie Zypern,Consumer,Central
BM-11785,Bryan Mills,Consumer,South
HA-14905,Helen Abelman,Consumer,Central
DD-13570,Dorothy Dickinson,Consumer,East
MT-17815,Meg Tillman,Consumer,East
FG-14260,Frank Gastineau,Home Office,East
TS-21430,Tom Stivers,Corporate,Central
SW-20455,Shaun Weien,Consumer,West
FP-14320,Frank Preis,Consumer,East
JL-15175,James Lanier,Home Office,West
LS-17200,Luke Schmidt,Corporate,West
CS-11860,Cari Schnelling,Consumer,East
KW-16570,Kelly Williams,Consumer,Central
FC-14335,Fred Chung,Corporate,West
AJ-10795,Anthony Johnson,Corporate,East
JD-15790,John Dryer,Consumer,South
DK-12985,Darren Koutras,Consumer,West
RE-19450,Richard Eichhorn,Consumer,West
TM-21010,Tamara Manning,Consumer,East
YS-21880,Yana Sorensen,Corporate,East
LC-16930,Linda Cazamias,Corporate,East
CA-12775,Cynthia Arntzen,Consumer,Central
SR-20425,Sharelle Roach,Home Office,Central
PP-18955,Paul Prost,Home Office,Central
LS-17200,Luke Schmidt,Corporate,South
TM-21490,Tony Molinari,Consumer,West
TT-21265,Tim Taslimi,Corporate,Central
DN-13690,Duane Noonan,Consumer,East
EB-14110,Eugene Barchas,Consumer,West
CM-11815,Candace McMahon,Corporate,West
BF-11020,Barry Französisch,Corporate,West
EJ-14155,Eva Jacobs,Consumer,West
BN-11470,Brad Norvell,Corporate,East
EC-14050,Erin Creighton,Consumer,South
TT-21220,Thomas Thornton,Consumer,South
AH-10195,Alan Haines,Corporate,East
DL-13315,Delfina Latchford,Consumer,West
CB-12025,Cassandra Brandow,Consumer,West
PA-19060,Pete Armstrong,Home Office,South
BC-11125,Becky Castell,Home Office,Central
SP-20860,Sung Pak,Corporate,Central
BO-11350,Bill Overfelt,Corporate,Central
TM-21490,Tony Molinari,Consumer,East
AB-10165,Alan Barnes,Consumer,Central
BV-11245,Benjamin Venier,Corporate,East
SC-20260,Scott Cohen,Corporate,East
LS-17230,Lycoris Saunders,Consumer,West
MV-18190,Mike Vittorini,Consumer,Central
BD-11620,Brian DeCherney,Consumer,East
CV-12295,Christina VanderZanden,Consumer,East
AJ-10780,Anthony Jacobs,Corporate,West
DV-13465,Dianna Vittorini,Consumer,East
JK-15325,Jason Klamczynski,Corporate,Central
YC-21895,Yoseph Carroll,Corporate,Central
AH-10030,Aaron Hawkins,Corporate,West
AR-10540,Andy Reiter,Consumer,West
DW-13585,Dorothy Wardle,Corporate,South
CD-11920,Carlos Daly,Consumer,Central
EH-13990,Erica Hackney,Consumer,Central
AG-10495,Andrew Gjertsen,Corporate,Central
RP-19855,Roy Phan,Corporate,West
NB-18655,Nona Balk,Corporate,East
DM-13525,Don Miller,Corporate,Central
GR-14560,Georgia Rosenberg,Corporate,East
JG-15805,John Grady,Corporate,West
MC-17605,Matt Connell,Corporate,West
ML-18265,Muhammed Lee,Consumer,West
DM-13345,Denise Monton,Corporate,West
JE-15715,Joe Elijah,Consumer,Central
MH-17290,Marc Harrigan,Home Office,West
PR-18880,Patrick Ryan,Consumer,South
FC-14245,Frank Carlisle,Home Office,East
LH-16750,Larry Hughes,Consumer,West
DM-13525,Don Miller,Corporate,South
EH-14185,Evan Henry,Consumer,East
TA-21385,Tom Ashbrook,Home Office,Central
PJ-18835,Patrick Jones,Corporate,Central
MC-17605,Matt Connell,Corporate,East
TS-21205,Thomas Seio,Corporate,South
ST-20530,Shui Tom,Consumer,Central
DB-13210,Dean Braden,Consumer,West
Dp-13240,Dean percer,Home Office,Central
KB-16240,Karen Bern,Corporate,South
PB-19150,Philip Brown,Consumer,South
BF-11020,Barry Französisch,Corporate,South
CG-12520,Claire Gute,Consumer,Central
DH-13675,Duane Huffman,Home Office,West
TH-21115,Thea Hudgings,Corporate,East
JH-15430,Jennifer Halladay,Consumer,West
CK-12205,Chloris Kastensmidt,Consumer,West
EA-14035,Erin Ashbrook,Corporate,West
SC-20260,Scott Cohen,Corporate,South
TB-21355,Todd Boyes,Corporate,Central
JK-16090,Juliana Krohn,Consumer,Central
DB-12970,Darren Budd,Corporate,Central
JW-15220,Jane Waco,Corporate,South
SU-20665,Stephanie Ulpright,Home Office,Central
RF-19840,Roy Französisch,Consumer,West
PS-18970,Paul Stevenson,Home Office,East
VP-21730,Victor Preis,Home Office,East
ML-17395,Marina Lichtenstein,Corporate,East
JH-15430,Jennifer Halladay,Consumer,East
BP-11095,Bart Pistole,Corporate,East
SB-20185,Sarah Brown,Consumer,East
BS-11380,Bill Stewart,Corporate,East
FM-14215,Filia McAdams,Corporate,South
AF-10870,Art Ferguson,Consumer,West
BG-11035,Barry Gonzalez,Consumer,South
AB-10105,Adrian Barton,Consumer,East
DV-13045,Darrin Van Huff,Corporate,South
PP-18955,Paul Prost,Home Office,West
DR-12880,Dan Reichenbach,Corporate,South
RB-19465,Rick Bensley,Home Office,East
CR-12580,Clay Rozendal,Home Office,East
AT-10435,Alyssa Tate,Home Office,East
AG-10495,Andrew Gjertsen,Corporate,South
JB-16000,Joy Bell-,Consumer,West
PJ-18835,Patrick Jones,Corporate,West
BP-11230,Benjamin Patterson,Consumer,Central
CK-12205,Chloris Kastensmidt,Consumer,South
RB-19705,Roger Barcio,Home Office,Central
AH-10465,Amy Hunt,Consumer,West
AG-10765,Anthony Garverick,Home Office,Central
EB-14170,Evan Bailliet,Consumer,Central
CA-12055,Cathy Armstrong,Home Office,East
SS-20875,Sung Shariari,Consumer,East
HR-14770,Hallie Redmond,Home Office,East
AG-10900,Arthur Gainer,Consumer,South
RD-19720,Roger Demir,Consumer,Central
DW-13585,Dorothy Wardle,Corporate,West
AH-10690,Anna Häberlin,Corporate,Central
BP-11155,Becky Pak,Consumer,West
DH-13075,Dave Hallsten,Corporate,West
DK-13090,Dave Kipp,Consumer,East
SS-20410,Shahid Shariari,Consumer,Central
LC-17050,Liz Carlisle,Consumer,South
BW-11065,Barry Weirich,Consumer,South
JP-16135,Julie Prescott,Home Office,West
AR-10345,Alex Russell,Corporate,Central
BP-11290,Beth Paige,Consumer,West
JD-15790,John Dryer,Consumer,West
JK-16090,Juliana Krohn,Consumer,West
MG-18205,Mitch Gastineau,Corporate,South
LD-17005,Lisa DeCherney,Consumer,East
DL-13315,Delfina Latchford,Consumer,South
JD-16150,Justin Deggeller,Corporate,West
LS-17245,Lynn Smith,Consumer,East
CS-12175,Charles Sheldon,Corporate,West
KB-16405,Katrina Bavinger,Home Office,East
BP-11290,Beth Paige,Consumer,South
MJ-17740,Max Jones,Consumer,South
DO-13645,Doug O'Connell,Consumer,West
BS-11665,Brian Stugart,Consumer,West
DA-13450,Dianna Arnett,Home Office,South
JK-15730,Joe Kamberova,Consumer,West
MS-17530,MaryBeth Skach,Consumer,South
CM-12235,Chris McAfee,Consumer,South
BP-11185,Ben Peterman,Corporate,East
RD-19900,Ruben Dartt,Consumer,Central
MV-17485,Mark Van Huff,Consumer,East
LS-17245,Lynn Smith,Consumer,West
BP-11050,Barry Pond,Corporate,East
CC-12220,Chris Cortes,Consumer,South
JM-15580,Jill Matthias,Consumer,East
SS-20410,Shahid Shariari,Consumer,South
KD-16495,Keith Dawkins,Corporate,West
ZD-21925,Zuschuss Donatelli,Consumer,Central
SC-20680,Steve Carroll,Home Office,West
PF-19120,Peter Fuller,Consumer,East
RB-19435,Richard Bierner,Consumer,South
GD-14590,Giulietta Dortch,Corporate,West
RL-19615,Rob Lucas,Consumer,East
RW-19690,Robert Waldorf,Consumer,West
JM-15265,Janet Molinari,Corporate,West
SG-20890,Susan Gilcrest,Corporate,East
TS-21430,Tom Stivers,Corporate,East
MA-17560,Matt Abelman,Home Office,West
LR-17035,Lisa Ryan,Corporate,West
RR-19525,Rick Reed,Corporate,Central
SV-20935,Susan Vittorini,Consumer,West
JS-16030,Joy Smith,Consumer,South
NS-18640,Noel Staavos,Corporate,East
RF-19345,Randy Ferguson,Corporate,West
AG-10390,Allen Goldenen,Consumer,West
BD-11635,Brian Derr,Consumer,East
HG-15025,Hunter Glantz,Consumer,South
AC-10615,Ann Chong,Corporate,West
AH-10585,Angele Hood,Consumer,South
PG-18820,Patrick Gardner,Consumer,Central
AA-10645,Anna Andreadi,Consumer,South
CP-12085,Cathy Prescott,Corporate,West
BF-11215,Benjamin Farhat,Home Office,Central
TS-21655,Trudy Schmidt,Consumer,Central
